Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
Fludioxonil,603-476-3,131341-86-1,1416,PT07-Film preservatives,false,true,false,0,01/04/2018,31/03/2028,Denmark,Approved,,,Commission Implementing Regulation (EU) 2017/2003 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2003,EU-0016708-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1416/PT07,0,100.125.684,https://echa.europa.eu/substance-information/-/substanceinfo/100.125.684
Fludioxonil,603-476-3,131341-86-1,1416,"PT09-Fibre, leather, rubber and polymerised materials preservatives",false,true,false,0,01/04/2018,31/03/2028,Denmark,Approved,,,Commission Implementing Regulation (EU) 2017/2003 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2003,EU-0016709-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1416/PT09,0,100.125.684,https://echa.europa.eu/substance-information/-/substanceinfo/100.125.684
Fludioxonil,603-476-3,131341-86-1,1416,PT10-Construction material preservatives,false,true,false,0,01/04/2018,31/03/2028,Denmark,Approved,,,Commission Implementing Regulation (EU) 2017/2003 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2003,EU-0016710-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1416/PT10,0,100.125.684,https://echa.europa.eu/substance-information/-/substanceinfo/100.125.684
flufenoxuron,417-680-3,101463-69-8,35,PT08-Wood preservatives,true,false,false,0,01/02/2014,31/01/2017,France,Expired,,,Directive 2012/20/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32012L0020,EU-0005379-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/35/PT08,0,100.101.654,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.654
Formaldehyde,200-001-8,50-00-0,1306,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/02/2022,31/07/2027,Germany,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/2421 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D2421,EU-0018402-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1306/PT02,0,100.000.002,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.002
Formaldehyde,200-001-8,50-00-0,1306,PT03-Veterinary hygiene,true,false,false,0,01/02/2022,31/07/2027,Germany,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/2421 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D2421,EU-0013864-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1306/PT03,8,100.000.002,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.002
Formaldehyde,200-001-8,50-00-0,1306,PT22-Embalming and taxidermist fluids,true,false,false,0,,,Germany,,Initial application for approval in progress,Competent authority evaluation,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1306/PT22,0,100.000.002,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.002
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 1:1),-,-,1217,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1217/PT02,0,100.389.599,https://echa.europa.eu/substance-information/-/substanceinfo/100.389.599
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 1:1),-,-,1217,PT06-Preservatives for products during storage,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1217/PT06,0,100.389.599,https://echa.europa.eu/substance-information/-/substanceinfo/100.389.599
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 1:1),-,-,1217,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1217/PT11,0,100.389.599,https://echa.europa.eu/substance-information/-/substanceinfo/100.389.599
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 1:1),-,-,1217,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1217/PT13,0,100.389.599,https://echa.europa.eu/substance-information/-/substanceinfo/100.389.599
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 3:2),-,-,1337,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1337/PT02,0,100.251.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.251.393
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 3:2),-,-,1337,PT06-Preservatives for products during storage,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1337/PT06,0,100.251.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.251.393
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 3:2),-,-,1337,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1337/PT11,0,100.251.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.251.393
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 3:2),-,-,1337,PT12-Slimicides,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1337/PT12,0,100.251.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.251.393
formaldehyde released from the reaction products of paraformaldehyde and 2-hydroxypropylamine (ratio 3:2),-,-,1337,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Austria,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1337/PT13,0,100.251.393,https://echa.europa.eu/substance-information/-/substanceinfo/100.251.393
Formic acid,200-579-1,64-18-6,1307,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/11/2024,31/10/2034,Belgium,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2023/2643,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2643,EU-0028937-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT02,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT03-Veterinary hygiene,true,false,false,0,01/11/2024,31/10/2034,Belgium,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2023/2643,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2643,EU-0028939-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT03,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT04-Food and feed area,true,false,false,0,01/11/2024,31/10/2034,Belgium,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2023/2643,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2643,EU-0028955-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT04,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT05-Drinking water,true,false,false,0,01/11/2024,31/10/2034,Belgium,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2023/2643,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023R2643,EU-0028941-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT05,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT06-Preservatives for products during storage,true,false,false,0,,,Belgium,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT06,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Belgium,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT11,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Formic acid,200-579-1,64-18-6,1307,PT12-Slimicides,true,false,false,0,,,Belgium,No longer supported,,,Decision (EU) 2020/1036 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1307/PT12,0,100.000.527,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.527
Free radicals generated in situ from ambient air or water,-,-,1563,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,false,true,false,0,,,Austria|Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT02,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT03-Veterinary hygiene,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT03,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT04-Food and feed area,false,true,false,0,,,Austria|Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT04,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT05-Drinking water,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT05,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT07-Film preservatives,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT07,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,"PT09-Fibre, leather, rubber and polymerised materials preservatives",false,true,false,0,,,Austria,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT09,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT11-Preservatives for liquid-cooling and processing systems,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT11,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT12-Slimicides,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT12,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT13-Working or cutting fluid preservatives,false,true,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT13,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
Free radicals generated in situ from ambient air or water,-,-,1563,PT21-Antifouling products,false,true,false,0,,,Austria|Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1563/PT21,0,100.244.511,https://echa.europa.eu/substance-information/-/substanceinfo/100.244.511
"Garlic, ext.",232-371-1,8008-99-9,2144,PT19-Repellents and attractants,true,false,false,0,,,-,No longer supported,,,Commission Implementing Decision (EU) 2024/888 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0888,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2144/PT19,0,100.029.426,https://echa.europa.eu/substance-information/-/substanceinfo/100.029.426
Geraniol,203-377-1,106-24-1,1308,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,France,,Commission decision (participant withdrawal),-,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1308/PT18,0,100.003.071,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.071
Geraniol,203-377-1,106-24-1,1308,PT19-Repellents and attractants,true,false,false,0,,,France,,Commission decision (participant withdrawal),-,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1308/PT19,0,100.003.071,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.071
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT01-Human hygiene,true,false,false,0,,,Finland,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT01,0,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012174-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT02,5,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT03-Veterinary hygiene,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012175-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT03,0,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT04-Food and feed area,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012176-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT04,6,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT06-Preservatives for products during storage,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012179-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT06,2,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012178-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT11,5,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT12-Slimicides,true,false,false,0,01/10/2016,30/09/2026,Finland,Approved,Renewal in progress,Competent authority evaluation,(EU)2015/1759,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1759,EU-0012181-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT12,5,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glutaral (Glutaraldehyde),203-856-5,111-30-8,1310,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Finland,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT13,0,100.003.506,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506
Glycolic acid,201-180-5,79-14-1,1311,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1311/PT02,0,100.001.073,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.073
Glycolic acid,201-180-5,79-14-1,1311,PT03-Veterinary hygiene,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1311/PT03,0,100.001.073,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.073
Glycolic acid,201-180-5,79-14-1,1311,PT04-Food and feed area,true,false,false,0,,,Netherlands,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1311/PT04,0,100.001.073,https://echa.europa.eu/substance-information/-/substanceinfo/100.001.073
Glyoxal,203-474-9,107-22-2,1312,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,France,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1312/PT02,0,100.003.160,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.160
Glyoxal,203-474-9,107-22-2,1312,PT03-Veterinary hygiene,true,false,false,0,,,France,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1312/PT03,0,100.003.160,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.160
Glyoxal,203-474-9,107-22-2,1312,PT04-Food and feed area,true,false,false,0,,,France,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1312/PT04,0,100.003.160,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.160
Granulated copper,-,-,1444,PT08-Wood preservatives,false,true,false,0,01/01/2017,31/12/2026,France,Approved,Renewal in progress,Competent authority evaluation,Reg (EU) 2016/1094,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016R1094,EU-0013661-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1444/PT08,3,100.240.917,https://echa.europa.eu/substance-information/-/substanceinfo/100.240.917
"Hexa-2,4-dienoic acid (Sorbic acid)",203-768-7,110-44-1,1313,PT06-Preservatives for products during storage,true,false,false,0,,,Germany,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1313/PT06,0,100.003.427,https://echa.europa.eu/substance-information/-/substanceinfo/100.003.427
Honey,617-041-0,8028-66-8,2327,,false,,true,4,08/08/2019,,-,Approved,,,Regulation (EU) 2019/1822,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32019R1822,EU-0025427-0000,,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2327/null,1,100.129.768,https://echa.europa.eu/substance-information/-/substanceinfo/100.129.768
Hydrochloric acid,231-595-7,7647-01-0,36,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/05/2014,31/10/2026,Latvia,Approved,Renewal in progress,Opinion development by BPC,COMMISSION IMPLEMENTING DECISION (EU) 2023/2619,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D2619,EU-0005380-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/36/PT02,575,100.028.723,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.723
hydrogen cyanide,200-821-6,74-90-8,60,PT08-Wood preservatives,true,false,false,0,01/10/2014,31/03/2027,Czechia,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/1278 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D1278,EU-0005410-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/60/PT08,1,100.000.747,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.747
hydrogen cyanide,200-821-6,74-90-8,60,PT14-Rodenticides,true,false,false,0,01/10/2014,31/03/2027,Czechia,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/1278 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D1278,EU-0005411-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/60/PT14,1,100.000.747,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.747
hydrogen cyanide,200-821-6,74-90-8,60,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/10/2014,31/03/2027,Czechia,Approved,Renewal in progress,Competent authority evaluation,Commission Implementing Decision (EU) 2024/1278 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D1278,EU-0005412-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/60/PT18,1,100.000.747,https://echa.europa.eu/substance-information/-/substanceinfo/100.000.747
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT01-Human hygiene,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012184-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT01,5,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012185-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT02,104,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT03-Veterinary hygiene,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012180-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT03,17,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT04-Food and feed area,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012177-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT04,113,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT05-Drinking water,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012183-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT05,5,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT06-Preservatives for products during storage,true,false,false,0,01/02/2017,31/01/2027,Finland,Approved,,,(EU)2015/1730,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1730,EU-0012186-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT06,0,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,Finland,,Initial application for approval in progress,Notified,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT11,0,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
Hydrogen peroxide,231-765-0,7722-84-1,1315,PT12-Slimicides,true,false,false,0,,,Finland,,Initial application for approval in progress,Notified,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1315/PT12,0,100.028.878,https://echa.europa.eu/substance-information/-/substanceinfo/100.028.878
hydrogen peroxide released from sodium percarbonate,-,-,1829,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Finland,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1829/PT02,0,100.265.855,https://echa.europa.eu/substance-information/-/substanceinfo/100.265.855
