ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
67496,346709-19-1,346709191,,,"Chromate(5-), bis[6-amino-4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-nitro-3-sulfophenyl]diazenyl-.kappa.N1]-2-naphthalenesulfonato(4-)]-, potassium sodium",,UVCB,PMN,INACTIVE
67497,346709-20-4,346709204,,,"Chromate(3-), bis[6-amino-3-[2-[5-(aminosulfonyl)-2-(hydroxy-.kappa.O)phenyl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-2-naphthalenesulfonato(3-)]-, potassium sodium",,UVCB,PMN,INACTIVE
67498,346709-25-9,346709259,,,"Pyrimido[5,4-g]pteridine-2,4,6,8-tetramine, 4-methylbenzenesulfonate, base-hydrolyzed",,UVCB,PMN; S,ACTIVE
67499,347175-78-4,347175784,,,"Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 1,2-ethanediamine, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with N,N-diethylethanamine",,,PMN; XU,ACTIVE
67500,347398-56-5,347398565,,,"2,5-Furandione, polymer with 1,2-ethanediol and 2,2'-oxybis[ethanol], mixed 2-ethylhexyl and 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5(or 6)-yl esters",,UVCB,PMN; XU,ACTIVE
67501,348137-48-4,348137484,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethyl 2-propenoate, 2-methoxyethyl 2-propenoate, zinc 2-methyl-2-propenoate (1:2) and zinc 2-propenoate (1:2), 2,2'-(1,2-diazenediyl)bis[2-methylbutanenitrile]- and 2,2'-(1,2-diazenediyl)bis[2-methylpropanenitrile]-initiated",,UVCB,PMN; XU,ACTIVE
67502,349656-42-4,349656424,,,"Silsesquioxanes, Me Ph, methoxy-terminated, polymers with epichlorohydrin, 4,4'-(1-methylethylidene)bis[cyclohexanol] and trimethylolpropane",,UVCB,PMN; XU,ACTIVE
67503,349660-48-6,349660486,,,"Fatty acids, coco, polymers with bisphenol A and bisphenol A diglycidyl ether",,UVCB,XU; Y1,ACTIVE
67504,350035-73-3,350035733,,,"Silsesquioxanes, 2(or 3)-methylbutyl, hydroxy-terminated",,UVCB,PMN; XU,ACTIVE
67505,350672-20-7,350672207,,,"2-Propenoic acid, polymer with butyl 2-propenoate, 2-hydroxyethyl 2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-propenoate, compd. with 2-(dimethylamino)ethanol",,,PMN; XU,ACTIVE
67506,350820-95-0,350820950,,,"Cashew, nutshell liq., ethoxylated",,UVCB,PMN; S; 5E,ACTIVE
67507,351023-88-6,351023886,,,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with 2-ethylhexyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid, tert-Bu benzenecarboperoxoate-initiated",,UVCB,PMN; XU,INACTIVE
67508,351197-46-1,351197461,,,"Carbamic acid, N-[[5-[[[2-[2-(dimethylamino)ethoxy]ethoxy]carbonyl]amino]-1,3,3-trimethylcyclohexyl]methyl]-, 2-[2-(dimethylamino)ethoxy]ethyl ester",,,PMN,ACTIVE
67509,351343-77-6,351343776,,,"1H-Indene, 2,3,3a,4,5,7a-hexahydro-1,1,2,3,3-pentamethyl-6-(2-propen-1-yl)-",,,PMN,ACTIVE
67510,351354-41-1,351354411,,,"Benzoic acid, 2,4,5-trifluoro-, ethyl ester",,,PMN; S; 5E,ACTIVE
67511,351354-50-2,351354502,,,"Benzoic acid, 2,3,4-trifluoro-, ethyl ester",,,PMN; S; 5E,ACTIVE
67512,351870-33-2,351870332,,,"Bicyclo[2.2.1]heptane-2,3-dicarboxylic acid, sodium salt (1:2), (1R,2R,3S,4S)-rel-",,,PMN,ACTIVE
67513,352206-47-4,352206474,,,"2-Oxepanone, polymer with 1,3-diisocyanatomethylbenzene, hexadecyl ester, 1H-imidazole-1-propanamine-blocked",,UVCB,PMN; XU,ACTIVE
67514,352462-03-4,352462034,,,"1,2,3-Propanetriol, polymer with 2,4-diisocyanato-1-methylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2-methyloxirane and oxirane, Me Et ketone oxime-blocked",,UVCB,PMN; XU,ACTIVE
67515,352535-01-4,352535014,,,"Ethanamine, N-methyl-, hafnium(4+) salt (4:1)",,,PMN,ACTIVE
67516,352661-91-7,352661917,,,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[[1-[(2-propen-1-yloxy)methyl]undecyl]oxy]-, ammonium salt (1:1)",,,PMN; S; 5E,ACTIVE
67517,353753-15-8,353753158,,,"Phenol, 4-(1,1,3,3-tetramethylbutyl)-, polymer with ethenylbenzene and (1-methylethenyl)benzene",,,PMN; XU,ACTIVE
67518,354140-56-0,354140560,,,"Ethanaminium, N-ethyl-2-hydroxy-N,N-bis(2-hydroxyethyl)-, mono- and diesters with branched and linear C16-18 and C18-unsatd. fatty acids, Et sulfates (salts)",,UVCB,PMN,INACTIVE
67519,354140-87-7,354140877,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, esters with polyethylene glycol",,UVCB,PMN; XU,ACTIVE
67520,354141-10-9,354141109,,,"Imidazolium compounds, 2-(C15-17 and C17-unsatd. branched and linear alkyl)-1-ethyl-4,5-dihydro-3-(hydroxyethyl), Et sulfates (salts)",,UVCB,PMN,INACTIVE
67521,354141-48-3,354141483,,,"Imidazolium compounds, 2-(C15-17 and C17-unsatd. branched and linear alkyl)-1-[2-(C16-18 and C18-unsatd. branched and linear amido)ethyl]-3-ethyl-4,5-dihydro, Et sulfates",,UVCB,PMN,ACTIVE
67522,354801-22-2,354801222,,,"Neodymium, chloro Et iso-Bu isobutylated isoprene neodecanoate aluminum complexes",,UVCB,PMN,ACTIVE
67523,354814-18-9,354814189,,,"Neodecanoic acid, 3-hydroxy-2-[(1-oxo-2-propen-1-yl)oxy]propyl ester",,,PMN,ACTIVE
67524,354815-24-0,354815240,,,"Carbonic dichloride, polymer with [1,1'-biphenyl]-4,4'-diol and 4,4'-(1-methylethylidene)bis[phenol], bis[4-(1,1-dimethylethyl)phenyl] ester",,,PMN; XU,INACTIVE
67525,356057-29-9,356057299,,,"2-Propenoic acid, 2-methyl-, C12-15-alkyl esters, polymers with C18-22-alkyl acrylates",,UVCB,PMN; XU,INACTIVE
67526,356062-87-8,356062878,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, 1,6-diisocyanatohexane, 1,6-hexanediamine, hexanedioic acid and 1,6-hexanediol, 1-octanol-blocked",,UVCB,PMN; XU,ACTIVE
67527,357624-15-8,357624158,,,"Hexane, 1,6-diisocyanato-, homopolymer, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol-blocked",,UVCB,PMN; S; 5E,ACTIVE
67528,357650-26-1,357650261,,,"2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5Z)-",,,PMN,ACTIVE
67529,359406-89-6,359406896,,,"Phosphonium, tetrakis(hydroxymethyl)-, chloride (1:1), reaction products with 1-tetradecanamine and urea",,UVCB,PMN; S,ACTIVE
67530,359427-90-0,359427900,,,Barium calcium manganese strontium oxide,,,PMN; S; 5E,INACTIVE
67531,359785-58-3,359785583,,,"2-Propenenitrile, polymer with 1,1'-[oxybis(2,1-ethanediyloxy)]bis[ethene], sapond.",,UVCB,PMN; XU,ACTIVE
67532,360564-26-7,360564267,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-methylpropyl 2-methyl-2-propenoate, ammonium salt",,,PMN; XU,ACTIVE
67533,361378-90-7,361378907,,,"Silane, ethenyldimethoxymethyl-, reaction products with isobutylene-p-vinyltoluene polymer",,UVCB,PMN; XU,INACTIVE
67534,361437-64-1,361437641,,,"Hexanedioic acid, polymer with 1,6-hexanediol, hydrazine, .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)], 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with N,N-diethylethanamine",,,PMN; XU,INACTIVE
67535,361459-38-3,361459383,,,"Glycerides, mixed decanoyl and octanoyl mono-, di- and tri-, ethoxylated",,UVCB,PMN; XU,ACTIVE
67536,362467-67-2,362467672,,,"2H-1,5-Benzodioxepin-3(4H)-one, 7-(3-methylbutyl)-",,,PMN,ACTIVE
67537,362520-79-4,362520794,,,"Hexadecane, branched",,UVCB,PMN,ACTIVE
67538,362520-89-6,362520896,,,"Pentadecane, branched",,UVCB,PMN,ACTIVE
67539,362603-93-8,362603938,,,"2,5-Furandione, dihydro-, polymer with 1,1'-iminobis[2-propanol]",,,PMN; XU,INACTIVE
67540,362603-94-9,362603949,,,"1,3-Isobenzofurandione, polymer with dihydro-2,5-furandione and 1,1'-iminobis[2-propanol]",,,PMN; XU,INACTIVE
67541,362603-95-0,362603950,,,"1,3-Isobenzofurandione, hexahydro-, polymer with dihydro-2,5-furandione and 1,1'-iminobis[2-propanol]",,,PMN; XU,INACTIVE
67542,363162-42-9,363162429,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine and stearyl alc.",,UVCB,PMN; XU,ACTIVE
67543,363607-13-0,363607130,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, ethoxylated propoxylated",,UVCB,PMN; XU,ACTIVE
67544,363612-93-5,363612935,,,"Benzenediazonium, 2-sulfo-4-[[2-(sulfooxy)ethyl]sulfonyl]-, chloride (1:1), reaction products with 4-amino-5-hydroxy-3-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]-2,7-naphthalenedisulfonic acid, sodium salts",,UVCB,PMN,ACTIVE
67545,363626-50-0,363626500,,,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-(methylphosphinylidene)bis[.omega.-hydroxy-",,,PMN; XU,ACTIVE
67546,364041-81-6,364041816,,,"10-Oxa-3,5,7-trithia-4,6-distannahexadecanoic acid, 4,4,6-tributyl-12-ethyl-6-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-9-oxo-, 2-ethylhexyl ester",,,,INACTIVE
67547,364041-90-7,364041907,,,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]-, sodium salt (1:?)",,,PMN,INACTIVE
67548,364059-77-8,364059778,,,"2-Propenoic acid, 3-(C8-10-alkyloxy)-2-hydroxypropyl esters",,UVCB,,ACTIVE
67549,364066-32-0,364066320,,,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol and polyethylene-polypropylene glycol monoacetate",,UVCB,PMN; XU,ACTIVE
67550,364066-33-1,364066331,,,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol and polyethylene-polypropylene glycol monoacetate",,UVCB,PMN; XU,INACTIVE
67551,364066-66-0,364066660,,,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol, polyethylene-polypropylene glycol and polyethylene-polypropylene glycol monoacetate",,UVCB,PMN; XU,INACTIVE
67552,364069-33-0,364069330,,,"3-Pyridinecarbonitrile, 4-methyl-2(or 6)-(phenylamino)-6(or 2)-[(2-phenylethyl)amino]-, coupled with diazotized 2-amino-5-nitrobenzonitrile, diazotized 4-nitro-2-(trifluoromethyl)benzenamine and 4-methyl-2(or 6)-(phenylamino)-6(or 2)-[(phenylmethyl)amino]-3-pyridinecarbonitrile",,UVCB,PMN; S,ACTIVE
67553,364776-91-0,364776910,,,"Zinc, N-methyl-N-[(9Z)-1-oxo-9-octadecen-1-yl]glycine polypropylene glycol diamine stearate complexes",,UVCB,PMN; XU,INACTIVE
67554,364776-94-3,364776943,,,"Phosphoric acid, mixed esters with polyethylene glycol monocastor-oil alkyl ether and polyethylene glycol mono-Ph ether, sodium salts",,UVCB,PMN; XU,ACTIVE
67555,365411-50-3,365411503,,,"Indeno[4,5-d]-1,3-dioxin, 4,4a,5,6,7,8,9,9b-octahydro-7,7,8,9,9-pentamethyl-",,,PMN,ACTIVE
67556,365454-68-8,365454688,,,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol and polyethylene glycol mono-Me ether",,UVCB,PMN; XU,INACTIVE
67557,365544-04-3,365544043,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, diesters with polyethylene glycol",,UVCB,PMN; XU,ACTIVE
67558,365544-08-7,365544087,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, esters with high-boiling C6-10 alkene hydroformylation products",,UVCB,PMN,INACTIVE
67559,366009-01-0,366009010,,,"Alcohols, C9-11, ethers with polyethylene glycol mono-Me ether",,UVCB,PMN; XU,ACTIVE
67560,366016-41-3,366016413,,,"1,3-Isobenzofurandione, hexahydro-, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione and 1,2-propanediol, 2-ethylhexyl ester",,,PMN; XU,INACTIVE
67561,367273-06-1,367273061,,,"Formaldehyde, reaction products with bisphenol A-epichlorohydrin-2-ethyl-1-hexanamine-polypropylene glycol diglycidyl ether polymer and N1,N1-diethyl-1,3-propanediamine, acetates (salts)",,UVCB,PMN; XU,ACTIVE
67562,367510-46-1,367510461,,,"Polysulfides, bis[3-(triethoxysilyl)propyl], hydrolysis products with silica",,UVCB,PMN; S,ACTIVE
67563,368436-05-9,368436059,,,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-methyl-2-propenamide, sodium salt",,,PMN; XU,ACTIVE
67564,368436-06-0,368436060,,,"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate and 2-methyl-2-propenamide, sodium salt",,,PMN; XU,INACTIVE
67565,368450-39-9,368450399,,,"Acetamide, N-[2-[2-(2-butyl-4,6-dicyano-2,3-dihydro-1,3-dioxo-1H-isoindol-5-yl)diazenyl]-5-(diethylamino)phenyl]-",,,PMN,ACTIVE
67566,368450-40-2,368450402,,,"Acetamide, N-[5-[bis(2-methoxyethyl)amino]-2-[2-(2-butyl-4,6-dicyano-2,3-dihydro-1,3-dioxo-1H-isoindol-5-yl)diazenyl]phenyl]-",,,PMN,ACTIVE
67567,369648-89-5,369648895,,,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 1-methylcyclopentyl ester",,,PMN,ACTIVE
67568,370865-89-7,370865897,,,"1H-Imidazolium, 3-ethyl-1-methyl-, salt with N-cyanocyanamide (1:1)",,,PMN,ACTIVE
67569,370873-96-4,370873964,,,".beta.-Alanine, N-(2-aminoethyl)-, sodium salt (1:1), polymer with 1,6-diisocyanatohexane and 1-(2-hydroxy-1-methylethyl) 2-(2-hydroxypropyl) 1,2-hydrazinedicarboxylate, caprolactam- and polyethylene-polypropylene glycol mono-Bu ether-blocked",,UVCB,PMN; XU,ACTIVE
67570,371113-62-1,371113621,,,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-2-propen-1-yl)-.omega.-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propoxy]-",,,PMN; 5E,INACTIVE
67571,371113-63-2,371113632,,,"Poly(oxy-1,2-ethanediyl), .alpha.-(2-methyl-1-oxo-2-propen-1-yl)-.omega.-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propoxy]-",,,PMN; 5E,INACTIVE
67572,371146-04-2,371146042,,,"Hexanoic acid, 2-ethyl-, 2-[4-(4,6-diphenyl-1,3,5-triazin-2-yl)-3-hydroxyphenoxy]ethyl ester",,,PMN,ACTIVE
67573,371756-75-1,371756751,UID-2018-00109,20281115,"1,4-Benzenedisulfonic acid, 2,2'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-[bis(2-hydroxypropyl)amino]-1,3,5-triazine-4,2-diyl]imino]]bis-, sodium salt (1:6)",,,PMN,ACTIVE
67574,371921-43-6,371921436,,,"2-Naphthalenesulfonic acid, 7,7'-[[6-(4-morpholinyl)-1,3,5-triazine-2,4-diyl]diimino]bis[4-hydroxy-3-[2-[2-sulfo-4-[2-(4-sulfophenyl)diazenyl]phenyl]diazenyl]-, sodium salt (1:6)",,,PMN,ACTIVE
67575,372515-54-3,372515543,,,"1,4-Butanediol, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 1,1'-methylenebis[4-isocyanatocyclohexane], 4,4'-(1-methylethylidene)bis[phenol] and 2-methyloxirane, polyethylene-polypropylene glycol mono-Bu ether-blocked",,UVCB,PMN; XU,ACTIVE
67576,373389-53-8,373389538,,,"2,5-Furandione, polymer with 2,2'-[1,2-ethanediylbis(oxy)]bis[ethanol], 2,2'-oxybis[ethanol] and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,PMN; XU,INACTIVE
67577,373649-85-5,373649855,,,"1,3-Isobenzofurandione, hexahydromethyl-, polymer with 4,4'-(1-methylethylidene)bis[phenol] and 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane]",,,PMN; XU,ACTIVE
67578,374078-74-7,374078747,,,"Silica gel, reaction products with ethoxy hydrogen, ethoxy Me siloxanes and Me hydrogen silsesquioxanes, ethoxy-terminated",,UVCB,PMN; XU,INACTIVE
67579,374078-75-8,374078758,,,"2-Propen-1-ol, reaction products with hydrogen sulfide, distn. residues",,UVCB,PMN; S,INACTIVE
67580,374558-09-5,374558095,,,"Formaldehyde, polymer with 4,4'-(1-methylethylidene)bis[phenol], 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane] and 2-methylphenol",,,PMN; XU,ACTIVE
67581,374565-83-0,374565830,,,"Benzenemethanaminium, N,N-dimethyl-N-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]-, chloride (1:1), polymer with 2-(dimethylamino)ethyl 2-methyl-2-propenoate, N,N-dimethyl-N-[2-[(1-oxo-2-propen-1-yl)oxy]ethyl]benzenemethanaminium chloride (1:1), 2-methylenebutanedioic acid and 2-propenamide",,,PMN; XU,ACTIVE
67582,374624-10-9,374624109,,,"Amides, C16-18 and C18-unsatd., branched and linear, N,N-bis(hydroxyethyl), phosphates (esters)",,UVCB,PMN,INACTIVE
67583,375378-23-7,375378237,,,"Piperazine, polymer with 1,6-dichlorohexane",,,PMN; XU,INACTIVE
67584,375380-28-2,375380282,,,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, aminosulfonyl [(2-hydroxyethyl)amino]sulfonyl sulfo derivs., sodium salts",,UVCB,PMN,ACTIVE
67585,376588-17-9,376588179,,,"Octadecanoic acid, [9-(acetyloxy)-3,8,10-triethyl-7,8,10-trimethyl-1,5-dioxa-9-azaspiro[5.5]undec-3-yl]methyl ester",,,PMN,ACTIVE
67586,379268-96-9,379268969,,,"Decanoic acid, 2-hexyl-, 2-[[4-[7-chloro-6-(1,1-dimethylethyl)-3H-pyrazolo[1,5-b][1,2,4]triazol-2-yl]phenyl]amino]-2-oxoethyl ester",,,PMN,ACTIVE
67587,380886-33-9,380886339,,,"2-Oxepanone, polymer with 1,6-diisocyanatohexane and 1,6-hexanediol, propylene glycol monoacrylate-blocked",,UVCB,PMN; XU,ACTIVE
67588,381164-53-0,381164530,,,"Urea, N-phenyl-N'-[3-(triethoxysilyl)propyl]-N-[3-(trimethoxysilyl)propyl]-",,,PMN,ACTIVE
67589,381725-38-8,381725388,,,"Fatty acids, C16-18, polymers with Bu acrylate, 2-hydroxypropyl methacrylate, phthalic anhydride, styrene, 3,5,5-trimethylhexanoic acid and trimethylolpropane",,UVCB,PMN; XU,INACTIVE
67590,381725-51-5,381725515,,,"Hexanedioic acid, di-C8-10-isoalkyl esters, C9-rich",,UVCB,PMN,ACTIVE
67591,383178-66-3,383178663,,,"D-Glucopyranose, oligomeric, C10-16-alkyl glycosides, carboxymethyl ethers, sodium salts",,UVCB,PMN,ACTIVE
67592,383905-85-9,383905859,,,"Polyphosphoric acids, compds. with piperazine",,UVCB,PMN; S,INACTIVE
67593,385398-71-0,385398710,,,"Ethanethioic acid, S-[2-(4-pyridinyl)ethyl] ester",,,PMN,ACTIVE
67594,385435-88-1,385435881,,,"Siloxanes and Silicones, di-Me, 3-(2-oxiranylmethoxy)propyl group-terminated, polymers with polyethylene-polypropylene glycol bis(2-aminopropyl) ether and N1,N1,N6,N6-tetramethyl-1,6-hexanediamine, trimethylamine-quaternized, acetates (salts) laurates (salts)",,UVCB,PMN; XU,ACTIVE
67595,385435-90-5,385435905,,,"Siloxanes and Silicones, di-Me, 3-(2-oxiranylmethoxy)propyl group-terminated, polymers with polyethylene-polypropylene glycol bis(2-aminopropyl) ether and N1,N1,N6,N6-tetramethyl-1,6-hexanediamine, acetates (salts) laurates (salts)",,UVCB,PMN; XU,ACTIVE
67596,385766-33-6,385766336,,,"Spiro[bicyclo[2.2.1]heptane-2,4'-[1,3]dioxane], 1,7,7-trimethyl-2'-(1-methylethyl)-, (1R,2S,2'R,4R)-",,,PMN,ACTIVE
67597,386211-52-5,386211525,,,"Hexanedioic acid, polymer with 1,3-bis(1-isocyanato-1-methylethyl)benzene, 1,4-butanediol, 1,6-diisocyanatohexane, 1,3-diisocyanatomethylbenzene and sodium 2-[(2-aminoethyl)amino]ethanesulfonate (1:1)",,,PMN; XU,ACTIVE
67598,386708-06-1,386708061,,,"Hexane, 1,6-diisocyanato-, homopolymer, di-Et malonate-blocked",,UVCB,PMN; XU,ACTIVE
67599,388567-02-0,388567020,,,"2-Propenoic acid, telomer with butyl 2-propenoate and methyl 2-[(ethoxythioxomethyl)thio]propanoate, hydrolyzed, ammonium salts, 2,2'-(1,2-diazenediyl)bis[2-methylbutanenitrile]-initiated",,UVCB,PMN; XU,ACTIVE
67600,388567-03-1,388567031,,,"Hexanedioic acid, polymer with 1,2-butanediol, diesters with octene hydroformylation products",,UVCB,PMN; XU,ACTIVE
67601,388616-20-4,388616204,,,"Cuprate(3-), [4,5-dihydro-4-[2-[8-(hydroxy-.kappa.O)-7-[2-[2-(hydroxy-.kappa.O)-4-[(2-hydroxyethyl)sulfonyl]-5-methoxyphenyl]diazenyl-.kappa.N1]-6-sulfo-2-naphthalenyl]diazenyl]-5-oxo-1-(4-sulfophenyl)-1H-pyrazole-3-carboxylato(5-)]-, sodium hydrogen (1:2:1)",,,PMN,ACTIVE
67602,389083-83-4,389083834,,,"Cyclododecane, (1-ethoxyethoxy)-",,,PMN,ACTIVE
67603,389623-01-2,389623012,,,"Rutile, tin zinc, calcium-doped",,UVCB,PMN; S; 5E,ACTIVE
67604,389623-07-8,389623078,,,"Rutile, tin zinc, sodium-doped",,UVCB,PMN; S; 5E,ACTIVE
67605,389867-16-7,389867167,,,"Cyclosiloxanes, Me hydrogen, polymers with vinyl group-terminated di-Me siloxanes",,UVCB,PMN; XU,ACTIVE
67606,390359-18-9,390359189,,,"Benzoic acid, 4-methoxy-, 1,1'-(1,6-hexanediyl) ester",,,PMN,ACTIVE
67607,390748-41-1,390748411,,,"Nitriles, rosin",,UVCB,PMN,ACTIVE
67608,390748-48-8,390748488,,,"Tall-oil pitch, sapond., neutralized",,UVCB,PMN,INACTIVE
67609,390748-61-5,390748615,,,"Tall-oil pitch, sapond., neutralized, sterol-high",,UVCB,PMN,INACTIVE
67610,390748-76-2,390748762,,,"Tall-oil pitch, sapond., neutralized, sterol-low",,UVCB,PMN,ACTIVE
67611,390770-72-6,390770726,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymers with 2-hydroxyethyl acrylate and maleated hydrogenated butadiene-styrene polymer",,UVCB,PMN; XU,INACTIVE
67612,391232-99-8,391232998,,,"1-Propanaminium, 3-amino-N,N,N-trimethyl-, N-soya acyl derivs., chlorides",,UVCB,PMN; S,ACTIVE
67613,391639-46-6,391639466,,,"Decanoic acid, 2-hexyl-, carboxymethyl ester",,,PMN,ACTIVE
67614,392245-37-3,392245373,,,"Siloxanes and Silicones, di-Me, Bu group- and [(trimethoxysilyl)oxy]-terminated, reaction products with alumina, [(trimethoxysilyl)oxy]- and [(trimethylsilyl)oxy]-terminated di-Me siloxanes and [(trimethoxysilyl)oxy]- and vinyl group-terminated di-Me siloxanes",,UVCB,PMN; S,ACTIVE
67615,392662-40-7,392662407,,,"1,2-Benzenedicarboxylic acid, di-C6-12-branched and linear alkyl esters",,UVCB,PMN,ACTIVE
67616,393517-28-7,393517287,,,"2H-2,4a-Methanonaphthalene, 1,3,4,5,6,7-hexahydro-7-methoxy-1,1,5,5-tetramethyl-, (2S,4aR,7S)-",,,PMN,ACTIVE
67617,393517-29-8,393517298,,,"2H-2,4a-Methanonaphthalene, 1,3,4,5,6,7-hexahydro-7-methoxy-1,1,5,5-tetramethyl-, (2S,4aR,7R)-",,,PMN,ACTIVE
67618,394693-55-1,394693551,,,"1,4-Benzenedicarboxylic acid, polymers with formaldehyde-phenol polymer glycidyl ether, esters with 12-hydroxyoctadecanoic acid homopolymer",,UVCB,PMN; XU,ACTIVE
67619,395639-58-4,395639584,,,"Siloxanes and Silicones, di-Me, hydroxy-terminated, propoxylated, polymers with polypropylene glycol ether with glycerol (3:1), polypropylene glycol ether with pentaerythritol (4:1) and TDI",,UVCB,PMN; XU,ACTIVE
67620,396103-62-1,396103621,,,"1,3-Isobenzofurandione, 5,5'-oxybis-, polymer with 2,2'-dimethyl[1,1'-biphenyl]-4,4'-diamine, 2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl ester",,,PMN; XU,ACTIVE
67621,397247-05-1,397247051,,,"Oxirane, 2-methyl-, polymer with oxirane, hexanedioate (2:1), ditetradecyl ether",,,PMN; XU,ACTIVE
67622,397250-73-6,397250736,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,1'-methylenebis[4-isocyanatocyclohexane], polyethylene glycol mono-C12-14-sec-alkyl ethers-blocked",,UVCB,PMN; XU,ACTIVE
67623,397250-80-5,397250805,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanatohexane, polyethylene glycol mono-C12-14-sec-alkyl ethers-blocked",,UVCB,PMN; XU,ACTIVE
67624,398141-87-2,398141872,,,"Thiophene, tetrahydro-, 1,1-dioxide, 3-(C9-11-isoalkyloxy) derivs., C10-rich",,UVCB,,ACTIVE
67625,398475-96-2,398475962,,,"1,2-Ethanediamine, polymer with aziridine, N-[3-[(2-ethylhexyl)oxy]-3-oxopropyl] derivs., compds. with polyethylene-polypropylene glycol mono-Bu ether phosphate",,UVCB,PMN; XU,ACTIVE
67626,400610-92-6,400610926,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, polymers with glycerol, maleic anhydride and rosin",,UVCB,PMN; XU,INACTIVE
67627,400610-95-9,400610959,,,"Fatty acids, C16-18 and C18-unsatd., branched and linear, mixed esters with pentaerythritol and tall-oil fatty acids",,UVCB,PMN,ACTIVE
67628,400625-29-8,400625298,,,"Soybean oil, reaction products with hydrogenated soybean oil and triethanolamine, di-Et sulfate-quaternized",,UVCB,PMN,INACTIVE
67629,400625-30-1,400625301,,,"2-Propenoic acid, 2-methyl-, polymers with Et acrylate, Me methacrylate and polyethylene glycol methacrylate C16-18-alkyl ethers",,UVCB,PMN; XU,ACTIVE
