CAS Number,CAS Name,Name,Approval
625-50-3,"Acetamide, N-ethyl-",N-Ethylacetamide,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
625-52-5,"Urea, ethyl-","Urea, ethyl-",Does not have an individual approval but may be used under an appropriate group standard
625-53-6,"Thiourea, ethyl-","Thiourea, ethyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62-55-5,Ethanethioamide,Thioacetamide,Does not have an individual approval but may be used under an appropriate group standard
625-55-8,"Formic acid, 1-methylethyl ester","Formic acid, 1-methylethyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
625-60-5,"Ethanethioic acid, S-ethyl ester","Ethanethioic acid, S-ethyl ester",Does not have an individual approval but may be used under an appropriate group standard
62561-03-9,"5-Heptenoic acid, 7-[(1R,2R,3R,5S)-2-[(1E,3R)-4-(3-chlorophenoxy)-3-hydroxy-1-butenyl]-3,5-dihydroxycyclopentyl]-, monosodium salt, (5Z)-",d-Cloprostenol sodium,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62563-68-2,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxy-, hexadecanoate octadecanoate",Labrafil,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62563-80-8,"Vetiverol, acetate","Vetiverol, acetate",Does not have an individual approval but may be used under an appropriate group standard
62-56-6,Thiourea,Thiourea,Does not have an individual approval but may be used under an appropriate group standard
62568-43-8,"Glycine, N,N'-[(2-hydroxy-5-nonyl-1,3-phenylene)bis(methylene)]bis[N-methyl-, disodium salt","Glycine, N,N'-[(2-hydroxy-5-nonyl-1,3-phenylene)bis(methylene)]bis[N-methyl-, disodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62568-82-5,"Butanedioic acid, 2-(2-octen-1-yl)-",2-(2'-Octenyl)succininc acid,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
625-69-4,"2,4-Pentanediol","2,4-Pentanediol",Does not have an individual approval but may be used under an appropriate group standard
62570-24-5,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-[[4-[[4-[(4-hydroxyphenyl)azo]phenyl]amino]-3-sulfophenyl]azo]-6-(phenylazo)-","2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-4-4-(4-hydroxyphenyl)azophenylamino-3-sulfophenylazo-6-(phenylazo)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62570-50-7,"2-Anthracenecarbonitrile, 1-amino-4-(ethylamino)-9,10-dihydro-9,10-dioxo-","2-Anthracenecarbonitrile, 1-amino-4-(ethylamino)-9,10-dihydro-9,10-dioxo-",Does not have an individual approval but may be used under an appropriate group standard
62571-86-2,"L-Proline, 1-[(2S)-3-mercapto-2-methyl-1-oxopropyl]-",Captopril,Does not have an individual approval but may be used under an appropriate group standard
62-57-7,"Alanine, 2-methyl-","Alanine, 2-methyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
625-80-9,"Propane, 2,2'-thiobis-","Propane, 2,2'-thiobis-",Does not have an individual approval but may be used under an appropriate group standard
625-84-3,"1H-Pyrrole, 2,5-dimethyl-","1H-Pyrrole, 2,5-dimethyl-",Does not have an individual approval but may be used under an appropriate group standard
6258-60-2,"Benzenemethanethiol, 4-methoxy-","Benzenemethanethiol, 4-methoxy-",Does not have an individual approval but may be used under an appropriate group standard
6258-63-5,2-Thiophenemethanethiol,2-Thiophenemethanethiol,Does not have an individual approval but may be used under an appropriate group standard
625-86-5,"Furan, 2,5-dimethyl-","Furan, 2,5-dimethyl-",Does not have an individual approval but may be used under an appropriate group standard
625-92-3,"Pyridine, 3,5-dibromo-","3,5-Dibromopyridine",Does not have an individual approval but may be used under an appropriate group standard
6259-76-3,"Benzoic acid, 2-hydroxy-, hexyl ester",Hexyl salicylate,Does not have an individual approval but may be used under an appropriate group standard
62601-48-3,Magnesium potassium fluoride,Magnesium potassium fluoride,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-01-7,"Benzenamine, 3-iodo-","Benzenamine, 3-iodo-",Does not have an individual approval but may be used under an appropriate group standard
62604-63-1,"Titanium, tris[4-(1-methyl-1-phenylethyl)phenolato](2-propanolato)-, (T-4)-","Titanium, tris4-(1-methyl-1-phenylethyl)phenolato(2-propanolato)-, (T-4)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-05-1,"Pyridine, 2,6-dibromo-","2,6-Dibromopyridine",Does not have an individual approval but may be used under an appropriate group standard
626-15-3,"Benzene, 1,3-bis(bromomethyl)-","1,3-Bis(bromomethyl)-benzene",Does not have an individual approval but may be used under an appropriate group standard
626-16-4,"Benzene, 1,3-bis(chloromethyl)-","1,3-Bis(chloromethyl)-benzene",Does not have an individual approval but may be used under an appropriate group standard
626-17-5,"1,3-Benzenedicarbonitrile",m-Phthalodinitrile,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-19-7,"1,3-Benzenedicarboxaldehyde","1,3-Benzenedicarboxaldehyde",Does not have an individual approval but may be used under an appropriate group standard
626-22-2,"1,3-Benzenediacetonitrile","1,3-Phenylenediacetonitrile",Does not have an individual approval but may be used under an appropriate group standard
626-23-3,"2-Butanamine, N-(1-methylpropyl)-",Di-s-butylamine,Does not have an individual approval but may be used under an appropriate group standard
6262-42-6,"Cyclopropene, tetrachloro-","Cyclopropene, tetrachloro-",Does not have an individual approval but may be used under an appropriate group standard
62624-30-0,Ascorbic acid,Ascorbic acid,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62625-21-2,"Phenol, 4,4'-(1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[5-methyl-2-(1-methylethyl)-, monosodium salt","Phenol, 4,4'-(1,1-dioxido-3H-2,1-benzoxathiol-3-ylidene)bis[5-methyl-2-(1-methylethyl)-, monosodium salt",Does not have an individual approval but may be used under an appropriate group standard
62625-22-3,"Benzoic acid, 2-[[[(2-hydroxy-5-sulfophenyl)azo]phenylmethylene]hydrazino]-, monosodium salt","Benzoic acid, 2-(2-hydroxy-5-sulfophenyl)azophenylmethylenehydrazino-, monosodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62625-28-9,"Phenol, 4,4'-(2,2-dioxido-3H-1,2-benzoxathiol-3-ylidene)bis[2,6-dibromo-, monosodium salt","Phenol, 4,4'-(2,2-dioxido-3H-1,2-benzoxathiol-3-ylidene)bis[2,6-dibromo-, monosodium salt",Does not have an individual approval but may be used under an appropriate group standard
62625-32-5,"Phenol, 4,4'-(2,2-dioxido-3H-1,2-benzoxathiol-3-ylidene)bis[2,6-dibromo-3-methyl-, monosodium salt","Phenol, 4,4'-(2,2-dioxido-3H-1,2-benzoxathiol-3-ylidene)bis[2,6-dibromo-3-methyl-, monosodium salt",Does not have an individual approval but may be used under an appropriate group standard
62628-26-6,Peroxidase (horseradish protein moiety reduced),Peroxidase (horseradish protein moiety reduced),Does not have an individual approval but may be used under an appropriate group standard
626-34-6,"2-Butenoic acid, 3-amino-, ethyl ester, (2Z)-","2-Butenoic acid, 3-amino-, ethyl ester, (2Z)-",Does not have an individual approval but may be used under an appropriate group standard
62637-59-6,"Copper, di-.mu.-bromobis(diethylcarbamodithioato-S,S')di-, stereoisomer","Copper, di-.mu.-bromobis(diethylcarbamodithioato-S,S')di-, stereoisomer",Does not have an individual approval but may be used under an appropriate group standard
62637-60-9,"Copper, bis(dihexylcarbamodithioato-.kappa.S,.kappa.S')-, (SP-4-1)-","Copper, bis(dihexylcarbamodithioato-.kappa.S,.kappa.S')-, (SP-4-1)-",Does not have an individual approval but may be used under an appropriate group standard
62637-61-0,"Copper, bis[(phenylmethyl)propylcarbamodithioato-S,S']-, (SP-4-1)-","Copper, bis[(phenylmethyl)propylcarbamodithioato-S,S']-, (SP-4-1)-",Does not have an individual approval but may be used under an appropriate group standard
62637-92-7,"1,4-Benzenediamine, N,N-diethyl-, ethanedioate (2:1)","1,4-Benzenediamine, N,N-diethyl-, ethanedioate (2:1)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62637-93-8,"Methanamine, N,N-dimethyl-, N-oxide, dihydrate","Methanamine, N,N-dimethyl-, N-oxide, dihydrate",Does not have an individual approval but may be used under an appropriate group standard
626-38-0,"2-Pentanol, acetate","2-Pentanol, acetate",HSNO Approval: HSR001242 Approved with controls
62638-03-3,"Cyclohexanebutanoic acid, potassium salt","Cyclohexanebutanoic acid, potassium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-39-1,"1,3,5-tribromobenzene","1,3,5-tribromobenzene",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-48-2,"2,4(1H,3H)-Pyrimidinedione, 6-methyl-",6-Methyluracil,Does not have an individual approval but may be used under an appropriate group standard
62649-23-4,"2-Propenoic acid, polymer with 2-propenamide and sodium 2-propenoate","2-Propenoic acid, polymer with 2-propenamide and sodium 2-propenoate",Does not have an individual approval but may be used under an appropriate group standard
62649-65-4,"9,10-Anthracenedione, 1-amino-4-[(1-methylethyl)amino]-","9,10-Anthracenedione, 1-amino-4-(1-methylethyl)amino-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-55-1,"Pyridine, 3-bromo-",3-Bromopyridine,Does not have an individual approval but may be used under an appropriate group standard
626-58-4,"Piperidine, 4-methyl-",4-Methylpiperidine,Does not have an individual approval but may be used under an appropriate group standard
626-60-8,"Pyridine, 3-chloro-",3-Chloropyridine,Does not have an individual approval but may be used under an appropriate group standard
62663-01-8,"Acetonitrile-2-13C-2,2,2-d3","Acetonitrile-2-13C-2,2,2-d3",Does not have an individual approval but may be used under an appropriate group standard
626-64-2,4-Pyridinol,4-Pyridinol,Does not have an individual approval but may be used under an appropriate group standard
626-67-5,"Piperidine, 1-methyl-","Piperidine, 1-methyl-",HSNO Approval: HSR001201 Approved with controls
62669-65-2,"Cyclohexanebutanoic acid, barium salt","Cyclohexanebutanoic acid, barium salt",Does not have an individual approval but may be used under an appropriate group standard
626-77-7,"Hexanoic acid, propyl ester","Hexanoic acid, propyl ester",Does not have an individual approval but may be used under an appropriate group standard
62-67-9,"Morphinan-3,6-diol, 7,8-didehydro-4,5-epoxy-17-(2-propenyl)-, (5.alpha.,6.alpha.)-","Morphinan-3,6-diol, 7,8-didehydro-4,5-epoxy-17-(2-propenyl)-, (5.alpha.,6.alpha.)-",Does not have an individual approval but may be used under an appropriate group standard
62-68-0,"Benzeneacetic acid, .alpha.-phenyl-.alpha.-propyl-, 2-(diethylamino)ethyl ester, hydrochloride","Benzeneacetic acid, .alpha.-phenyl-.alpha.-propyl-, 2-(diethylamino)ethyl ester, hydrochloride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
626-82-4,"Hexanoic acid, butyl ester","Hexanoic acid, butyl ester",Does not have an individual approval but may be used under an appropriate group standard
62683-37-8,"Oxirane, methyl-, polymer with oxirane, butanedioate","Oxirane, methyl-, polymer with oxirane, butanedioate",Does not have an individual approval but may be used under an appropriate group standard
626-89-1,"1-Pentanol, 4-methyl-","1-Pentanol, 4-methyl-",Does not have an individual approval but may be used under an appropriate group standard
626-93-7,2-Hexanol,2-Hexanol,HSNO Approval: HSR001168 Approved with controls
627-03-2,"Acetic acid, ethoxy-",Ethoxyacetic acid,Does not have an individual approval but may be used under an appropriate group standard
6270-55-9,"Propanoic acid, 2-methyl-, 2-furanylmethyl ester","Propanoic acid, 2-methyl-, 2-furanylmethyl ester",Does not have an individual approval but may be used under an appropriate group standard
62707-55-5,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-9,10-dioxo-4-(phenylamino)-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)","2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-9,10-dioxo-4-(phenylamino)-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
627089-10-5,"Siloxanes and Silicones, di-Me, Me hydrogen, polymers with Ph silsesquioxanes","Siloxanes and Silicones, di-Me, Me hydrogen, polymers with Ph silsesquioxanes",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
627089-91-2,"Formaldehyde, polymer with 2-propanone, bisulfited, sodium salts","Formaldehyde, polymer with 2-propanone, bisulfited, sodium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
627-13-4,"Nitric acid, propyl ester",n-Propyl nitrate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
627-18-9,"1-Propanol, 3-bromo-",3-Bromo-1-propanol,Does not have an individual approval but may be used under an appropriate group standard
627-19-0,1-Pentyne,1-Pentyne,Does not have an individual approval but may be used under an appropriate group standard
627-21-4,2-Pentyne,2-Pentyne,Does not have an individual approval but may be used under an appropriate group standard
627-22-5,"1,3-Butadiene, 1-chloro-","1,3-Butadiene, 1-chloro-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6272-51-1,"D-Glucononitrile, 2,3,4,5,6-pentaacetate","D-Glucononitrile, 2,3,4,5,6-pentaacetate",Does not have an individual approval but may be used under an appropriate group standard
627-27-0,3-Buten-1-ol,3-Buten-1-ol,Does not have an individual approval but may be used under an appropriate group standard
6272-71-5,"Benzenesulfonic acid, 3,3'-azobis[6-[2-(4-nitro-2-sulfophenyl)ethenyl]-, tetrasodium salt","Benzenesulfonic acid, 3,3'-azobis[6-[2-(4-nitro-2-sulfophenyl)ethenyl]-, tetrasodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6272-74-8,"Pyridinium, 1-[2-oxo-2-[[2-[(1-oxododecyl)oxy]ethyl]amino]ethyl]-, chloride","Pyridinium, 1-2-oxo-2-2-(1-oxododecyl)oxyethylaminoethyl-, chloride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
627-30-5,"1-Propanol, 3-chloro-",3-Chloro-1-propanol,Does not have an individual approval but may be used under an appropriate group standard
62-73-7,"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester",Dichlorvos,HSNO Approval: HSR002838 Approved with controls
627-42-9,"Ethane, 1-chloro-2-methoxy-",2-Methoxyethyl chloride,Does not have an individual approval but may be used under an appropriate group standard
62744-60-9,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-methyl-.omega.-(2-propenyloxy)-","Polyoxy(methyl-1,2-ethanediyl), .alpha.-methyl-.omega.-(2-propenyloxy)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62-74-8,"Acetic acid, fluoro-, sodium salt",Sodium fluoroacetate (1080),HSNO Approval: HSR002771 Approved with controls
62755-21-9,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, magnesium salt","Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(dodecyloxy)-, magnesium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62758-13-8,"3H-Phenoxazin-3-one, 7-hydroxy-, 10-oxide, sodium salt","3H-Phenoxazin-3-one, 7-hydroxy-, 10-oxide, sodium salt",Does not have an individual approval but may be used under an appropriate group standard
62758-15-0,"1,3-Benzenedisulfonic acid, 4-[[4-(ethylamino)-3-methylphenyl][4-(ethylimino)-3-methyl-2,5-cyclohexadien-1-ylidene]methyl]-, monosodium salt, compd. with sodium 4-[[4-(dimethylamino)phenyl]azo]benzenesulfonate (1:1)",Methyl orange-xylene cyanole solution,Does not have an individual approval but may be used under an appropriate group standard
62-75-9,"Methanamine, N-methyl-N-nitroso-",N-Nitrosodimethylamine,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62-76-0,"Ethanedioic acid, disodium salt",Disodium oxalate,Does not have an individual approval but may be used under an appropriate group standard
627-63-4,"2-Butenedioyl dichloride, (2E)-",Fumaryl chloride,Does not have an individual approval but may be used under an appropriate group standard
62774-33-8,".beta.-D-Glucopyranoside, phenyl 1-thio-, tetrabenzoate",".beta.-D-Glucopyranoside, phenyl 1-thio-, tetrabenzoate",Does not have an individual approval but may be used under an appropriate group standard
62774-34-9,".beta.-D-Xylopyranoside, phenyl 1-thio-, triacetate",".beta.-D-Xylopyranoside, phenyl 1-thio-, triacetate",Does not have an individual approval but may be used under an appropriate group standard
62774-35-0,".beta.-D-Galactopyranoside, 2-propenyl 1-thio-, tetraacetate",".beta.-D-Galactopyranoside, 2-propenyl 1-thio-, tetraacetate",Does not have an individual approval but may be used under an appropriate group standard
62774-36-1,".beta.-D-Glucofuranosiduronic acid, phenyl 1-thio-, .gamma.-lactone, 2,5-diacetate",".beta.-D-Glucofuranosiduronic acid, phenyl 1-thio-, .gamma.-lactone, 2,5-diacetate",Does not have an individual approval but may be used under an appropriate group standard
62774-37-2,".alpha.-D-Glucopyranoside, phenyl 2,3,4,6-tetrakis-O-(phenylmethyl)-1-thio-",".alpha.-D-Glucopyranoside, phenyl 2,3,4,6-tetrakis-O-(phenylmethyl)-1-thio-",Does not have an individual approval but may be used under an appropriate group standard
62778-11-4,"Hydrofluoric acid, homopolymer, compd. with pyridine","Hydrofluoric acid, homopolymer, compd. with pyridine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62778-12-5,"1,4-Benzenediamine, N,N-dimethyl-, ethanedioate (2:1)","1,4-Benzenediamine, N,N-dimethyl-, ethanedioate",Does not have an individual approval but may be used under an appropriate group standard
627-82-7,"1,2-Propanediol, 3,3'-oxybis-","1,2-Propanediol, 3,3'-oxybis-",Does not have an individual approval but may be used under an appropriate group standard
627-83-8,"Octadecanoic acid, 1,2-ethanediyl ester","Octadecanoic acid, 1,2-ethanediyl ester",Does not have an individual approval but may be used under an appropriate group standard
627-90-7,"Undecanoic acid, ethyl ester","Undecanoic acid, ethyl ester",Does not have an individual approval but may be used under an appropriate group standard
627-91-8,"Hexanedioic acid, monomethyl ester","Hexanedioic acid, monomethyl ester",Does not have an individual approval but may be used under an appropriate group standard
627-93-0,"Hexanedioic acid, dimethyl ester",Dimethyl adipate,Does not have an individual approval but may be used under an appropriate group standard
6279-86-3,"Methanetricarboxylic acid, triethyl ester","Methanetricarboxylic acid, triethyl ester",Does not have an individual approval but may be used under an appropriate group standard
6280-88-2,"Benzoic acid, 4-chloro-2-nitro-",4-Chloro-2-nitrobenzoic acid,Does not have an individual approval but may be used under an appropriate group standard
6280-99-5,"Butanedioic acid, hydroxy-, dibutyl ester","Butanedioic acid, hydroxy-, dibutyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62812-42-4,".beta.-D-Glucopyranosiduronic acid, phenyl 1-thio-, methyl ester, triacetate",".beta.-D-Glucopyranosiduronic acid, phenyl 1-thio-, methyl ester, triacetate",Does not have an individual approval but may be used under an appropriate group standard
628-13-7,"Pyridine, hydrochloride",Pyridinium chloride,Does not have an individual approval but may be used under an appropriate group standard
6281-40-9,"Hexanoic acid, 3-phenylpropyl ester","Hexanoic acid, 3-phenylpropyl ester",Does not have an individual approval but may be used under an appropriate group standard
6281-42-1,"2-Imidazolidinone, 1-(2-aminoethyl)-","2-Imidazolidinone, 1-(2-aminoethyl)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-17-1,"Pentane, 1-iodo-",1-Iodopentane,Does not have an individual approval but may be used under an appropriate group standard
628-20-6,"Butanenitrile, 4-chloro-",4-Chlorobutyronitrile,Does not have an individual approval but may be used under an appropriate group standard
628-28-4,"Butane, 1-methoxy-",Butyl methyl ether,HSNO Approval: HSR001245 Approved with controls
628-29-5,"Butane, 1-(methylthio)-","Butane, 1-(methylthio)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6283-25-6,"Benzenamine, 2-chloro-5-nitro-","Benzenamine, 2-chloro-5-nitro-",Does not have an individual approval but may be used under an appropriate group standard
628-34-2,"Ethane, 1-chloro-2-ethoxy-",2-Ethoxyethyl chloride,Does not have an individual approval but may be used under an appropriate group standard
6283-63-2,"1,4-Benzenediamine, N,N-diethyl-, sulfate (1:1)","1,4-Benzenediamine, N,N-diethyl-, sulfate (1:1)",Does not have an individual approval but may be used under an appropriate group standard
6283-74-5,"2,5-Furandione, 3,4-bis(acetyloxy)dihydro-, (3R,4R)-","2,5-Furandione, 3,4-bis(acetyloxy)dihydro-, (3R,4R)-",Does not have an individual approval but may be used under an appropriate group standard
6283-92-7,"Propanoic acid, 2-hydroxy-, dodecyl ester","Propanoic acid, 2-hydroxy-, dodecyl ester",Does not have an individual approval but may be used under an appropriate group standard
628-41-1,"1,4-Cyclohexadiene","1,4-Cyclohexadiene",Does not have an individual approval but may be used under an appropriate group standard
6284-40-8,"D-Glucitol, 1-deoxy-1-(methylamino)-",Meglumine,Does not have an individual approval but may be used under an appropriate group standard
628-44-4,"2-Octanol, 2-methyl-","2-Octanol, 2-methyl-",Does not have an individual approval but may be used under an appropriate group standard
6284-46-4,"2-Butenoic acid, 1-methylethyl ester, (2E)-","2-Butenoic acid, 1-methylethyl ester, (2E)-",Does not have an individual approval but may be used under an appropriate group standard
628-46-6,"Hexanoic acid, 5-methyl-","Hexanoic acid, 5-methyl-",Does not have an individual approval but may be used under an appropriate group standard
62851-42-7,Jenner's Stain,Jenner's Stain,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62852-91-9,Chromosorb 105,Chromosorb 105,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-63-7,"Acetic acid, pentyl ester","Acetic acid, pentyl ester",HSNO Approval: HSR001083 Approved with controls
628-68-2,"Ethanol, 2,2'-oxybis-, diacetate","Ethanol, 2,2'-oxybis-, diacetate",Does not have an individual approval but may be used under an appropriate group standard
628-71-7,1-Heptyne,1-Heptyne,Does not have an individual approval but may be used under an appropriate group standard
6287-38-3,"Benzaldehyde, 3,4-dichloro-","Benzaldehyde, 3,4-dichloro-",Does not have an individual approval but may be used under an appropriate group standard
628-81-9,"Butane, 1-ethoxy-","Butane, 1-ethoxy-",HSNO Approval: HSR001253 Approved with controls
628-86-4,"Fulminic acid, mercury(2+) salt",Mercury(II) fulminate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
62887-06-3,NeoCryl B 725,NeoCryl B 725,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-87-5,"Acetonitrile, 2,2'-iminobis-","Acetonitrile, 2,2'-iminobis-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-89-7,"Ethanol, 2-(2-chloroethoxy)-","Ethanol, 2-(2-chloroethoxy)-",Does not have an individual approval but may be used under an appropriate group standard
628-92-2,Cycloheptene,Cycloheptene,Does not have an individual approval but may be used under an appropriate group standard
628-94-4,Hexanediamide,Hexanediamide,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-96-6,"1,2-Ethanediol, dinitrate",Ethylene glycol dinitrate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
628-97-7,"Hexadecanoic acid, ethyl ester","Hexadecanoic acid, ethyl ester",Does not have an individual approval but may be used under an appropriate group standard
628-99-9,2-Nonanol,2-Nonanol,Does not have an individual approval but may be used under an appropriate group standard
6290-14-8,"Propanoic acid, 2-methyl-, cyclopentyl ester","Propanoic acid, 2-methyl-, cyclopentyl ester",Does not have an individual approval but may be used under an appropriate group standard
629-01-6,Octanamide,Octanamide,Does not have an individual approval but may be used under an appropriate group standard
6290-17-1,"1,3-Dioxolane-2-acetic acid, 2,4-dimethyl-, ethyl ester","1,3-Dioxolane-2-acetic acid, 2,4-dimethyl-, ethyl ester",Does not have an individual approval but may be used under an appropriate group standard
6290-37-5,"Hexanoic acid, 2-phenylethyl ester","Hexanoic acid, 2-phenylethyl ester",Does not have an individual approval but may be used under an appropriate group standard
629-03-8,"Hexane, 1,6-dibromo-","1,6-Dibromohexane",Does not have an individual approval but may be used under an appropriate group standard
629-04-9,"Heptane, 1-bromo-","Heptane, 1-bromo-",Does not have an individual approval but may be used under an appropriate group standard
6290-49-9,"Acetic acid, methoxy-, methyl ester",Methyl methoxyacetate,Does not have an individual approval but may be used under an appropriate group standard
629-05-0,1-Octyne,1-Octyne,Does not have an individual approval but may be used under an appropriate group standard
629-06-1,"Heptane, 1-chloro-",1-Chloroheptane,Does not have an individual approval but may be used under an appropriate group standard
62-90-8,"Estr-4-en-3-one, 17-(1-oxo-3-phenylpropoxy)-, (17.beta.)-",Nandrolone phenylproprionate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-11-8,"1,6-Hexanediol","1,6-Hexanediol",Does not have an individual approval but may be used under an appropriate group standard
629-14-1,"Ethane, 1,2-diethoxy-","Ethane, 1,2-diethoxy-",HSNO Approval: HSR001153 Approved with controls
629-15-2,"1,2-Ethanediol, 1,2-diformate",Ethylene glycol diformate,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6291-95-8,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(2-methyl-2-propenyl)-","1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(2-methyl-2-propenyl)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-19-6,"Disulfide, dipropyl","Disulfide, dipropyl",Does not have an individual approval but may be used under an appropriate group standard
629-25-4,"Dodecanoic acid, sodium salt","Dodecanoic acid, sodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
629-27-6,"Octane, 1-iodo-",1-Iodooctane,Does not have an individual approval but may be used under an appropriate group standard
62929-02-6,"1,3-Isobenzofurandione, 5,5'-carbonylbis-, polymer with 1(or 3)-(4-aminophenyl)-2,3-dihydro-1,3,3(or 1,1,3)-trimethyl-1H-inden-5-amine","1,3-Isobenzofurandione, 5,5'-carbonylbis-, polymer with 1(or 3)-(4-aminophenyl)-2,3-dihydro-1,3,3(or 1,1,3)-trimethyl-1H-inden-5-amine",Does not have an individual approval but may be used under an appropriate group standard
629-33-4,"Formic acid, hexyl ester","Formic acid, hexyl ester",Does not have an individual approval but may be used under an appropriate group standard
6293-37-4,"Propanoic acid, 2-ethylhexyl ester","Propanoic acid, 2-ethylhexyl ester",Does not have an individual approval but may be used under an appropriate group standard
629-40-3,Octanedinitrile,Octanedioic acid dinitrile,Does not have an individual approval but may be used under an appropriate group standard
629-41-4,"1,8-Octanediol","1,8-Octanediol",Does not have an individual approval but may be used under an appropriate group standard
62942-43-2,"Phosphonium, (2-oxoethyl)triphenyl-, chloride",Chlorotripyrrolidinophosphonium hexafluorophosphate,Does not have an individual approval but may be used under an appropriate group standard
